user_name,member,rating,comment,type,likes_num,comments_numpost_time,collect_time
著名表演艺术家王红梅,非会员,5,一直在买这个，不错的水，无限回购～,330ml整箱,0,0,2020-07-20 15:08,2020-07-25 16:13:33.684992
最***二,PLUS会员,5,发货神速，东西质量很好，一如既往的支持JD，五星好评~棒棒哒！,500ml单组,0,0,2020-07-20 14:36,2020-07-25 16:13:33.900561
j***F,PLUS会员,5,天天喝，希望这个水调节身体吧！,330ml玻璃瓶整箱,0,0,2020-07-20 14:26,2020-07-25 16:13:34.313945
e***u,PLUS会员,5,发货速度飞快。纸箱包装上略有污渍。,1L*12整箱,0,0,2020-07-20 14:11,2020-07-25 16:13:34.656778
g***o,非会员,4,京东送货到家就图个方便。几乎所有用品都京东采购的。外包装实在不敢恭维，只差水没有掉出来啦,330ml整箱,0,0,2020-07-20 13:51,2020-07-25 16:13:34.864428
vanilla---,非会员,5,"髪国水呢，依云给我的整体感觉是口感偏硬。
买小件不太划算，但奈何是在搬不动整箱的?:?(;´∩`;)?:?",330ml单组,0,0,2020-07-20 13:25,2020-07-25 16:13:36.174893
j***1,非会员,5,箱子很好，配送很快,330ml整箱,0,0,2020-07-20 12:59,2020-07-25 16:13:36.370833
j***d,非会员,5,这个很好，一直在喝这个品牌的水，口感细腻柔软,500ml整箱,0,0,2020-07-20 12:49,2020-07-25 16:13:36.583893
董***夢,PLUS会员,5,好水，就是不便宜，加油吧,330ml玻璃瓶整箱,0,0,2020-07-20 12:13,2020-07-25 16:13:36.763414
s***5,PLUS会员,5,品质一如既往的好。，喝了很多年，泡茶，洗脸，煮汤都很好。健康饮放心水。更喜欢这种小瓶装，可以一口气喝完。只要家里没水了，第一个想到的就是京东商城，不止是因为他们快，更是质量保证，家楼下总是能看到很多的京东快递箱。,330ml整箱,0,0,2020-07-20 11:14,2020-07-25 16:13:36.943227
s***x,PLUS会员,5,很喜欢很满意送货快。,1.25L*12整箱,0,0,2020-07-20 11:04,2020-07-25 16:13:37.124829
园***车,非会员,5,很好，好评，推荐哦！,330ml整箱,0,0,2020-07-20 10:07,2020-07-25 16:13:37.301977
jd_004100,非会员,5,没什么味道，就是贵哈哈,330ml单组,0,0,2020-07-20 09:41,2020-07-25 16:13:37.470411
jd139037fyw,PLUS会员,5,多年眷恋，值得信赖,500ml整箱,0,0,2020-07-20 06:52,2020-07-25 16:13:37.692078
jd_155211osl,PLUS会员,5,依云水好喝得一笔，，,500ml整箱,0,0,2020-07-20 02:59,2020-07-25 16:13:37.911577
p***g,PLUS会员,3,口感跟法国喝的不一样，基本确定是中国特供了，而且产品基本都是一年前的，不会再交智商税了。以后买国产水。,500ml整箱,0,0,2020-07-20 01:54,2020-07-25 16:13:39.074832
c***y,PLUS会员,5,这种依云小瓶装的矿泉水运动的时候和最方便了我运动就喝依云矿泉水。,330ml整箱,0,0,2020-07-20 00:37,2020-07-25 16:13:39.244186
jd_139983icu,PLUS会员,5,口感好，换新包装了,330ml整箱,0,0,2020-07-20 00:21,2020-07-25 16:13:39.397945
嘞嘞裤,PLUS会员,5,日日饮，精神爽,330ml整箱,0,0,2020-07-20 00:19,2020-07-25 16:13:39.563035
嘞嘞裤,PLUS会员,5,日日饮，精神爽,330ml整箱,0,0,2020-07-20 00:18,2020-07-25 16:13:39.718399
n***h,PLUS会员,5,一直买这水、喝习惯了其他矿泉水真不习惯,500ml整箱,0,0,2020-07-19 21:25,2020-07-25 16:13:39.884703
j***0,PLUS会员,5,水很好，快递也很及时。,500ml整箱,0,0,2020-07-19 19:45,2020-07-25 16:13:40.058478
水***3,PLUS会员,5,京东品质保证，口感不错！补充微量元素！！,500ml整箱,0,0,2020-07-19 18:32,2020-07-25 16:13:40.219018
水***3,PLUS会员,5,京东品质保证，口感不错！补充微量元素！！,330ml整箱,0,0,2020-07-19 18:31,2020-07-25 16:13:40.382230
爽朗的陈冠c,非会员,5,东西应该不错，就是太重了搬得累！,330ml玻璃瓶整箱,0,0,2020-07-19 17:22,2020-07-25 16:13:40.526042
j***9,PLUS会员,5,有活动的时候，必须囤货的,500ml整箱,0,0,2020-07-19 16:59,2020-07-25 16:13:41.938349
j***9,PLUS会员,5,有活动的时候，必须囤货的,500ml整箱,0,1,2020-07-19 16:59,2020-07-25 16:13:42.162112
jd189068wxy,非会员,5,水很好，每天早上起来一瓶，唤醒身体,330ml整箱,0,0,2020-07-19 16:02,2020-07-25 16:13:42.411930
梁惊梦,PLUS会员,5,"收到的商品不错,物流速度还行,包装也不差,质量
和想象中无异,体验一段时间再追加评论,总体自评
75分。推荐大家放心购买。日后有需要还会继续购
买。宝贝还没用,等用过之后再来追评。希望质量好。下次还买。",750ml玻璃瓶整箱,0,0,2020-07-19 15:52,2020-07-25 16:13:42.607213
多多的个多多,PLUS会员,5,到货快，备用，虽说近期暴质量问题，量不多，应该无碍，依云这个地方去过，水源地在半山，空气环境都很好，当地老人都是坐免费揽车在出水口取水，日期不算好，19年11月,330ml玻璃瓶整箱,0,0,2020-07-19 15:23,2020-07-25 16:13:42.867633
t***4,非会员,5,清凉饮料，物美价廉，物流迅速,500ml整箱,0,0,2020-07-19 14:16,2020-07-25 16:13:43.032276
h***0,PLUS会员,5,京东品质保证，口感不错！补充微量元素！！,330ml整箱,0,0,2020-07-19 13:15,2020-07-25 16:13:43.236189
a***s,PLUS会员,5,好,500ml整箱,0,0,2020-07-19 13:12,2020-07-25 16:13:43.492056
冰棋子,非会员,5,速度快，棒！,500ml整箱,0,0,2020-07-19 13:11,2020-07-25 16:13:43.682064
jd_138181qdq,PLUS会员,5,可以,330ml整箱,0,0,2020-07-19 12:25,2020-07-25 16:13:43.998384
李_大饼,PLUS会员,5,"?大饼测评?
大爱“依云”矿泉水
第一次喝还是在屈臣氏买的，那种甘甜，回味悠长~
无限回购的矿泉水，老铁们要分清行货和水货，这种包装的是行货，另一种标明“不适合长途运输”的软瓶子的是水货，水货味道很差，我被坑过一回。",500ml整箱,0,0,2020-06-07 11:21,2020-07-25 16:13:45.430172
jd_181173jnw,非会员,5,整箱购买包裹完好，基本可以吃一月，是否正宗原装，看包装有这么回事。,330ml玻璃瓶整箱,0,0,2020-05-01 15:04,2020-07-25 16:13:45.778266
j***g,PLUS会员,5,第二次购买了，依云水就是好喝！与众不同！建议大家购买！京东商城网购值得信赖！,330ml*24瓶,0,0,2016-06-19 12:25,2020-07-25 16:13:46.189543
jd_151053boy,非会员,5,相信京东，物流速度快，昨晚下单，今天上午送达。快递小哥服务态度好，包装完好。,500ml整箱,0,0,2020-02-02 11:35,2020-07-25 16:13:46.628623
jd_134011mia,PLUS会员,5,一直关注着，好不容易等到年货节，有活动了，之前也是在有活动的时候囤了好些箱，包装很漂亮，水的口感很想当的好，夏天出门就直接带着出门喝了，孩子也是相当的喜欢喝这个水，去学校带两瓶，好像说这个水是不能烧的，所以冬天我们就用来兑温水喝，有活动入手很划算，但是这个水的活动还是不多的，所以一看有活动，就囤个几大箱，慢慢喝,500ml整箱,0,0,2020-01-02 10:51,2020-07-25 16:13:46.814362
枫之影殿,PLUS会员,5,来自法国的依云矿泉水！颜值担当，哈哈哈，瓶子不错，水也不错，有活动的时候超划算！令人难忘的凉白开水味，喝进喉咙很顺，习惯了这种味道之后，一喝其他的矿泉水立马可以感觉出不同！由俭入奢易，由奢入俭难啊……习惯了这个水，喝其他的有些水居然会感到喉咙难受，我又艰难的凑满了字数,500ml整箱,2,2,2019-09-19 20:25,2020-07-25 16:13:47.014786
夜_AiHuali,PLUS会员,5,"一直依云相伴！要有好身体就要喝好水！出差养成的习惯，宾馆里面一瓶都要七八十！那还不如自己买着喝！对身体有好处！有条件的要经常喝依云！
一直在京东！一直支持京东！产品品质放心是第一，物流超快！比去超市还方便！超市还得自己开车，还得走路，还得停车费！方便太多！京东还有活动！多好",500ml整箱,0,0,2020-04-12 12:32,2020-07-25 16:13:47.188990
朱兵凯,非会员,5,经济实惠，好喝不贵，活动的时候买优惠很多,330ml玻璃瓶整箱,0,0,2020-06-09 03:32,2020-07-25 16:13:47.337096
Danosman,PLUS会员,5,京东物流一如既往的神速，隔天到货！包装很好，玻璃瓶矿泉水很显档次，而且感觉比塑料瓶更加安全，给孩子喝的，孩子也很喜欢，依云水进口大品牌，就是摆在家里也很显档次！,330ml玻璃瓶整箱,0,0,2020-02-14 12:28,2020-07-25 16:13:47.521624
guanzhou02,PLUS会员,5,这是第2次买瓶装的依云矿泉水了。口感很好，瓶装也显得高大上。这次一下买两箱搬回家把我累坏了。,750ml玻璃瓶整箱,0,0,2020-03-25 16:51,2020-07-25 16:13:47.708496
p***a,PLUS会员,5,喝他们家水有六年了，自从看到一个依云小镇的报道后，感觉非常天然无公害，那边对水资源保护非常严厉。所以我一直喝，宝宝泡奶会温热好依云矿泉水大约50-60度后，这样可以一避免自来水的水质影响，二可以补充充足矿物质。夏天宝宝就直接常温喝。京东物流很赞，强烈推荐,1.25L*12整箱,0,0,2020-06-25 23:36,2020-07-25 16:13:48.874646
Simon-_-__,非会员,5,矿泉水我也是喝过不少牌子的，依云相对来说是最好的就是小贵，相比百岁山没有甜口，比农夫山泉的水质成分高，玻璃瓶身非常高端，如果是商务用还是很好的，快递也很给力不会说摔碎了破损了，总体来看这款水适合商务的高端用水，平常喝的话钱包可能撑不住，不过买几箱在家放着招待客人用还是很不错的,330ml玻璃瓶整箱,1,0,2020-05-24 11:24,2020-07-25 16:13:49.065015
王***-,PLUS会员,5,这个水还是很值得购买的，我已经买了第二次了，就是不知道是不是纯正品，因为这个打开盖子以后水特别的满，很容易就溢出来，不知道是不是我的原因，总之京东，我还是选择认可的，还是选择相信的，京东的物流是非常的快的，超市有卖的，但是没有京东方便，这个不用自己搬家去，很好的，一如既往的支持京东，男人用京东就是方便,330ml整箱,0,0,2020-03-25 19:25,2020-07-25 16:13:49.209154
jd_128l0,PLUS会员,5,包装感觉还是不错的 就是冬天用玻璃瓶子 感觉冰手 不过这个水 包装比较上档次 而且用了会员 优惠下来 感觉还是挺合适的 就是不知道我放在车上零下5度 会不会把他冻裂掉 水的口感 没有喝出特别不同 本人感觉向来比较迟钝 感觉小包装的正合适 不会浪费，好评吧 相信京东 应该没有假货。,330ml玻璃瓶整箱,0,0,2020-02-02 19:41,2020-07-25 16:13:49.355585
Shisf时尚纺,非会员,5,有这样发快递的吗？请回复一下,500ml整箱,0,0,2020-02-15 13:39,2020-07-25 16:13:49.522894
zoejenny,PLUS会员,5,京东自营卖的依云矿泉水有两种包装的，粉色箱子包装的要便宜很多，这种包装的要贵几十元，通过对比最后还是买的这款。货品送到包装完整，就是看日期出厂已经刚好一年了，也能接受。水的口感喝起来没有感觉出和其他的水有区别，估计是中国特供版的原因吧！现在很多东西都有中国特供版了。,500ml整箱,0,0,2020-04-25 08:37,2020-07-25 16:13:49.719425
千正明1045107,PLUS会员,5,不知道是不是心里作用，没有小瓶的好喝，看来大瓶的不适合我呀,750ml玻璃瓶整箱,0,0,2020-07-15 15:27,2020-07-25 16:13:49.898305
w***2,PLUS会员,5,"基本上所有公司家里的文具数码日用饮料零食等产品都已经习惯首选京东自营的啦，主要大部分都是隔日一定达。有些早上买，下午就能送到。物流小哥的服务和默契还是非常棒的！
单位常年备的招待客人的饮用水，一直都是这里买，电子发票也方便快捷，产品价格也属于适中。",330ml整箱,0,0,2020-06-03 09:59,2020-07-25 16:13:50.075599
w***2,PLUS会员,5,"基本上所有公司家里的文具数码日用饮料零食等产品都已经习惯首选京东自营的啦，主要大部分都是隔日一定达。有些早上买，下午就能送到。物流小哥的服务和默契还是非常棒的！
单位常年备的招待客人的饮用水，一直都是这里买，电子发票也方便快捷，产品价格也属于适中。",330ml整箱,0,0,2020-06-03 09:58,2020-07-25 16:13:50.243246
w***2,PLUS会员,5,"基本上所有公司家里的文具数码日用饮料零食等产品都已经习惯首选京东自营的啦，主要大部分都是隔日一定达。有些早上买，下午就能送到。物流小哥的服务和默契还是非常棒的！
单位常年备的招待客人的饮用水，一直都是这里买，电子发票也方便快捷，产品价格也属于适中。",330ml整箱,0,0,2020-06-02 16:45,2020-07-25 16:13:50.392019
welkin92,PLUS会员,5,"基本上所有公司家里的文具数码日用饮料零食等产品都已经习惯首选京东自营的啦，主要大部分都是隔日一定达。有些早上买，下午就能送到。物流小哥的服务和默契还是非常棒的！
单位常年备的招待客人的饮用水，一直都是这里买，电子发票也方便快捷，产品价格也属于适中。",330ml整箱,0,0,2020-06-02 16:32,2020-07-25 16:13:51.766833
jd_寂静角落,PLUS会员,5,箱子送过来时已经开了，这箱水时间放的有点长，里面瓶子没问题，没有损坏。一直都是在京东买水买饮料，送货快，而且售后有保障。最近天天下雨，师傅送货也很不容易，这次还买了两箱屈臣氏的4.5L装的，两箱盐汽水，师傅也是搬到家门口，非常感谢。,330ml整箱,0,0,2020-07-17 23:47,2020-07-25 16:13:51.934196
jd_159160ldi,非会员,5,快递迅速，包装完好，仍然是依云水好,330ml玻璃瓶整箱,0,0,2020-03-17 19:33,2020-07-25 16:13:52.104143
A***9,PLUS会员,5,法国神水，比起斐济不知道如何，感觉两个都买，实在没区别，难道这些水在国内某厂直接装，还是真的从遥远法国怎么运过来呢,1.25L*12整箱,0,0,2020-06-22 14:39,2020-07-25 16:13:52.264831
Mr_liuyf,PLUS会员,5,一直购买，京东快递真的很赞，直接送到家里。健康饮用水也是健康生活方式的重要组成部分，依云入口清冽，口感爽透，尤其是放在冰箱里冷藏以后，喝起来更惬意，比家里直饮水系统里出来的水好喝多了。日常做饭、涮火锅都用它，用矿物质水烹饪的食物营养成分更加多元。,500ml整箱,0,0,2020-04-21 04:38,2020-07-25 16:13:52.439426
j***9,非会员,5,很不错，好喝，又高大上的感觉，我是看完欢乐颂里安迪喝的才买的,750ml玻璃瓶整箱,0,0,2020-05-17 16:47,2020-07-25 16:13:52.578123
狂风豆爷,PLUS会员,5,京东平台有保障，依云原装进口矿泉水，京东不但买到正品、真品，口味纯净、清冽，而且过年促销价格优惠，买了自己家人分享，包装完好，及时送货，靠谱。京东小哥辜福云年后支援被从海口调到陵水，在疫情期间冲锋在一线，工作敬业、体贴，买的舒心、踏实，满意值得信赖。点赞！,500ml整箱,0,0,2020-02-14 21:58,2020-07-25 16:13:52.736832
jd_170905plo,PLUS会员,5,依云矿泉水名副其实，晶莹剔透无杂质，口感很好，京东商城价格便宜东西正宗，京东快递送货上门快捷方便，值得购买,330ml单组,0,0,2020-06-28 20:54,2020-07-25 16:13:52.898517
jd182216joq,PLUS会员,5,买了很多东西 都非常满意 很好的卖家 我会常来的 折扣卡可以升到顶级了吧不错 面料很薄 春夏交替季节穿合适 。款式也很好，卖家描述的图片和实物基本上没有什么差异。物流公司的态度比较想象中要快太多，早上下单 没想到第二天下午就收到快递小哥哥的电话了、以后还需继续关注！店长人还不错！好评 好评！,330ml整箱,0,0,2020-04-20 17:28,2020-07-25 16:13:53.065935
l***2,PLUS会员,5,又快又好送到家，完整无损，正品无误。喝茶就靠他了,750ml玻璃瓶整箱,0,0,2020-06-14 15:21,2020-07-25 16:13:53.221061
赵***才,PLUS会员,5,这次618买的，依云矿泉水，非常给力红包，抵扣了将近一半。折算下来的价钱，比百岁山差不了多少。下次如果再有活动还要参加，毕竟是大牌，味道、口感都很不错。打球的时候带上两瓶，既解渴又消暑，还特有范儿。顺带说一句新包装不错。,500ml整箱,0,0,2020-07-21 23:24,2020-07-25 16:13:54.348392
r***9,PLUS会员,5,一直在京东买依云矿泉水，发货速度快。和在国外喝的一模一样，入口很柔，和别的矿泉水不一样。物有所值，虽然比其他矿泉水贵一点儿但是很好，小朋友和老人都喜欢，而且京东国际发货也快，一般第二天就到了。价格也比其他地方便宜。推荐购买。,500ml整箱,0,0,2020-06-25 16:20,2020-07-25 16:13:54.538640
j***3,PLUS会员,5,依云迪士尼水收到，小孩很喜欢，价格优惠，购物上京东自营店，购物放心，安全，上午下单，下午收到货，速度太快了，,儿童瓶小小梦想家整箱,0,0,2020-05-31 18:59,2020-07-25 16:13:54.725172
z***n,PLUS会员,5,发货速度一如既往的快，隔日达没毛病，非常好！夏天到了，车上常备依云，消耗速度也是妥妥的快！个人非常喜欢依云，口感很好，清洁柔和，甘甜发自肺腑！很棒！新包装更好看了！宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买！,330ml整箱,0,0,2020-07-20 18:42,2020-07-25 16:13:54.923551
hermione20,PLUS会员,5,依云矿泉水真的很不错，这个包装大小也很合适，夏天一瓶水打开一口气基本上也可以喝完，一大箱子水也足够喝一两个月了。只是矿泉水实在没有什么口感和质量可以讲的，也和白开水没有什么区别。这个价格来说是有一点点高。但愿质量是好的吧,330ml整箱,0,0,2020-07-05 14:03,2020-07-25 16:13:55.160309
